id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14030323,Austin CrashPad,41933894,Lonnie,,78723,30.3056,-97.67935,Entire home/apt,95,10,22,2019-05-11,0.75,1,3
14039805,Simple3,84117850,Yaretzy,,78741,30.23554,-97.71199,Private room,35,2,0,,,1,0
14044016,Tranquil South Congress Home,2701894,Romy,,78704,30.23656,-97.75103,Entire home/apt,450,4,6,2018-05-06,0.17,3,345
14055197,"Family home in Westlake neighborhood of Austin, TX",69501631,Patricia,,78746,30.33617,-97.81407,Entire home/apt,7500,7,0,,,1,0
14057627,Your East Austin Private Room with adjoining Bath,2428539,Matt,,78702,30.26665,-97.70795,Private room,79,3,21,2017-07-31,0.63,2,0
14057733,Comfort & Convenience in Austin,84357752,Becky,,78702,30.26568,-97.69795,Entire home/apt,69,1,92,2019-08-04,2.48,1,0
14067802,The Euro-Texan In-Town Escape!,408888,Kat,,78704,30.24877,-97.75812,Entire home/apt,99,3,16,2018-04-30,0.44,1,303
14068513,"Waterfront Bungalow steps from Lake Travis, pool & hot tub, next to marina (#4)",62926106,Guy,,78734,30.37199,-97.98602,Entire home/apt,254,2,5,2019-07-28,0.18,17,118
14069226,"Relaxing Waterfront Bungalow on Lake Travis, pool & hot tub, next to marina (#5)",62926106,Guy,,78734,30.37124,-97.98752,Entire home/apt,254,2,10,2019-03-17,0.29,17,129
14069620,"Waterfront Bungalow steps from Lake Travis, pool & hot tub, next to marina (#6)",62926106,Guy,,78734,30.3728,-97.98621,Entire home/apt,254,2,11,2019-04-14,0.30,17,151
14069621,Charming Bungalow in Bouldin Creek,84497747,Jessica,,78704,30.25236,-97.7616,Entire home/apt,199,2,11,2018-05-20,0.30,1,0
14069917,"Scenic Hillside Bungalow on Lake Travis, pool and hot tub, next to marina (#8)",62926106,Guy,,78734,30.37282,-97.98698,Entire home/apt,254,2,5,2019-03-31,0.29,17,140
14070258,"Bluff Side Bungalow on Lake Travis, pool & hot tub, next to marina (#9)",62926106,Guy,,78734,30.37299,-97.98707,Entire home/apt,254,2,5,2017-08-06,0.17,17,91
14071933,"Tranquil Waterfront Bungalow, serene views, pool & hot tub, next to marina (#10)",62926106,Guy,,78734,30.37228,-97.9886,Entire home/apt,254,2,11,2019-04-28,0.35,17,110
14072370,"Treehouse Bungalow w/ Lake Travis views, pool & hot tub, next to marina (#11)",62926106,Guy,,78734,30.3706,-97.98789,Entire home/apt,254,2,4,2017-06-11,0.11,17,130
14072680,"Hill Country Bungalow w/ Lake Travis views, pool & hot tub, next to marina (#12)",62926106,Guy,,78734,30.3714,-97.98874,Entire home/apt,254,2,3,2019-05-27,0.20,17,70
14073051,"Cedar Shade Bungalow, tree house views, pool & hot tub, next to marina (#13)",62926106,Guy,,78734,30.37138,-97.98701,Entire home/apt,254,2,2,2018-10-14,0.14,17,152
14073415,"Blue Agave Bungalow, Lake Travis views, pool & hot tub, next to marina (#14)",62926106,Guy,,78734,30.37222,-97.98824,Entire home/apt,254,2,5,2019-08-04,0.41,17,166
14073594,"Treehouse Bungalow steps from Lake Travis, pool & hot tub, next to marina (#16)",62926106,Guy,,78734,30.37276,-97.98669,Entire home/apt,254,2,7,2019-03-15,0.21,17,119
14074010,"Relaxing Bungalow w/ Treetop Views, pool & hot tub, next to marina (#17)",62926106,Guy,,78734,30.37218,-97.98799,Entire home/apt,254,2,9,2019-03-25,0.31,17,116
14074230,"Treehouse Bungalow steps from Lake Travis, pool & hot tub, next to marina (#18)",62926106,Guy,,78734,30.37211,-97.98603,Entire home/apt,254,2,6,2019-03-26,0.23,17,119
14077729,1920's Farmhouse in Central ATX!,2157243,Sean,,78756,30.30884,-97.74615,Entire home/apt,80,3,12,2019-07-13,0.45,3,232
14091754,Eclectic Bright and Airy Artist Place from 1920's,9249841,Lauren,,78703,30.28201,-97.75797,Entire home/apt,260,1,3,2019-02-06,0.10,1,267
14091889,2 Private Bedrooms in Central East ATX House.,26444019,Neal,,78702,30.25503,-97.73248,Private room,80,1,1,2016-09-11,0.03,3,0
14091950,Cozy Vacation Getaway w/ Pool & walk to metro stop,84767145,Lucy,,78758,30.36776,-97.69844,Private room,49,2,27,2019-05-24,0.79,1,284
14093766,Newly built private flat in Central Austin,5817842,Nick,,78756,30.31324,-97.74574,Entire home/apt,105,2,129,2019-07-22,3.61,1,64
14093781,Beautiful 2-story house in South Austin w/ balcony,70216727,Michael,,78744,30.20026,-97.73124,Entire home/apt,50,1,0,,,1,0
14103944,Hancock Guest Cottage,50671207,Rachel,,78751,30.30199,-97.72075,Entire home/apt,125,29,9,2018-07-27,0.26,1,175
14104728,Amazing Austin Location + Spacious 1 Bedroom,43594503,Shobhita,,78704,30.25704,-97.74495,Entire home/apt,98,2,8,2016-09-18,0.22,1,0
14126411,Rock 'n Roll Central,15793042,Robin And Ashley,,78702,30.27133,-97.72833,Entire home/apt,78,2,208,2019-07-29,5.71,1,73
14126780,Walking Distance to ACL - West 6th Apartment,51457682,Josef,,78703,30.27614,-97.76378,Entire home/apt,270,2,1,2016-10-03,0.03,1,0
14127190,Modern Garage Studio,85204265,Sean,,78741,30.24448,-97.693,Entire home/apt,75,2,98,2019-08-04,2.67,1,76
14127832,"Cute, Cozy Studio in Beautiful Hyde Park",67783215,Hannah,,78751,30.31123,-97.73045,Entire home/apt,40,2,4,2016-11-28,0.11,1,0
14140416,Private Cozy Backyard Studio-Great neighborhood :),6557345,LaDonne,,78751,30.31391,-97.71865,Entire home/apt,66,2,53,2019-08-02,1.48,1,71
14143642,Easy Living North Austin,7338157,Angela,,78729,30.46053,-97.78165,Entire home/apt,75,1,147,2019-08-08,4.11,1,0
14151299,"Private room close to IT Dist Apple,Samsung,Dell",6222196,Patty,,78754,30.35189,-97.6085,Private room,39,2,52,2019-05-27,1.41,2,361
14151644,Eclectic & Relaxed,45617543,Becky,,78729,30.45613,-97.78405,Private room,40,15,1,2016-10-18,0.03,1,43
14155186,Quaint casita in hip South Austin w/ courtyard,62958386,Matthew,,78704,30.24641,-97.75423,Entire home/apt,150,1,64,2019-07-28,1.73,2,16
14163920,Bright Modern Farmhouse in Zilker.,85676809,Adam,,78704,30.25374,-97.77585,Entire home/apt,500,3,6,2019-03-12,0.27,1,12
14166836,Spacious 5BR/5BA Wooded Retreat near UT/downtown,85715917,Julie,,78759,30.3791,-97.75905,Entire home/apt,649,2,5,2017-05-30,0.14,1,0
14166876,"DOWNTOWN AUSTIN LITTLE GEM-for 4-Walkable,ACL,SXSW",16047277,Mireille,,78703,30.28342,-97.75727,Entire home/apt,85,1,70,2019-05-13,1.90,7,349
14178730,"Bedroom #2 in cozy, charming South Austin home",54231522,Jonathan,,78744,30.19365,-97.73839,Private room,50,1,16,2019-07-29,0.44,2,69
14179571,"Bedroom #1 in cozy, charming South Austin home",54231522,Jonathan,,78744,30.19219,-97.7384,Private room,50,1,11,2019-04-14,0.32,2,84
14186189,Apartment in the heart of Austin,5411691,Alexa,,78705,30.2907,-97.72385,Entire home/apt,115,2,1,2018-03-12,0.06,1,0
14198704,Walk Everywhere from this Downtown Apartment!,33992112,Anna,,78704,30.25565,-97.74607,Entire home/apt,200,1,18,2017-04-24,0.52,1,0
14199027,Fitzgerald Suite @ BravaHouse Bed & Breakfast,86131299,Nick,,78703,30.27714,-97.75549,Private room,169,1,0,,,2,362
14201299,Billy Budget and Relax Room 1,86159253,Bill,,78745,30.21529,-97.76378,Private room,39,1,83,2019-07-29,2.40,2,2
14205388,Evans: Central Austin 6 Bedroom Palace,8167447,Martin,,78751,30.31562,-97.7172,Private room,37,29,6,2019-05-14,0.18,76,338
14205488,N.Lamar: Internship Paradise,8167447,Martin,,78751,30.31868,-97.73034,Private room,37,29,3,2018-10-15,0.08,76,229
14213692,Experience Austin Glamping! - #InstaInn,44887644,Chris,,78751,30.31182,-97.71258,Entire home/apt,91,1,149,2017-09-26,4.06,4,0
14220861,Stay the month and get a deal for your internship!,72022436,Jesse,,78744,30.19557,-97.73099,Private room,38,30,10,2019-06-06,0.28,2,246
14220930,Evans: Austin Mid-Town Young Professionals Mansion,8167447,Martin,,78751,30.31466,-97.71833,Private room,37,29,6,2019-06-14,0.16,76,267
14221592,N.Lamar: Texan Internship Shared Bedroom,8167447,Martin,,78751,30.32021,-97.72924,Shared room,16,29,10,2019-07-29,0.28,76,313
14248025,Evans: Master Bedroom in Central Austin Community,8167447,Martin,,78751,30.31481,-97.71724,Private room,49,29,1,2016-08-03,0.03,76,365
14249237,Private Rm with Own Bathroom,1775950,Harman,,78704,30.23868,-97.74033,Private room,42,1,23,2017-02-09,0.62,2,0
14253492,"Convenient, tranquil, and timeless Crestview haven",7004294,Kyle,,78757,30.34506,-97.72296,Entire home/apt,157,1,39,2019-07-28,1.11,1,39
14254287,South/East duplex. Bring your friends!,62155903,Jim,,78741,30.23043,-97.71685,Entire home/apt,99,2,77,2018-05-15,2.11,1,0
14266336,"East Side Home, Minutes from everything Austin",2589933,Lydia,,78702,30.26007,-97.72962,Entire home/apt,425,3,0,,,1,0
14268142,Charming & Cozy 1 Bedroom in Eclectic Central ATX,86152484,Maryam,,78705,30.29787,-97.7433,Entire home/apt,69,2,99,2019-08-11,2.74,1,30
14278316,"Affordable Luxury 3 BD, 2 BA sleeps 6, Close to UT",17333333,Kate,,78703,30.30118,-97.75227,Entire home/apt,450,2,6,2019-03-17,0.18,6,51
14278896,"Affordable Lux 1 BD King Bed Cottage, Close to UT",17333333,Kate,,78703,30.29969,-97.75182,Entire home/apt,140,2,5,2018-08-02,0.14,6,45
14278932,Stay In Luxury and walk to ACL!,29593463,T,,78704,30.25538,-97.7624,Entire home/apt,145,2,14,2019-05-26,0.38,1,7
14281779,Garden Bungalow in historic Hyde Park,4384095,Shelley,,78751,30.30565,-97.73547,Entire home/apt,105,2,114,2019-08-03,3.16,1,86
14282701,"Clean, comfortable, private room (no cars allowed)",3425666,Nate,,78758,30.355,-97.70743,Private room,25,1,303,2019-08-04,8.48,5,77
14299188,Stay near University of Texas in Modern Farmhouse,87339131,Erin,,78723,30.29048,-97.70222,Entire home/apt,745,2,5,2018-03-11,0.14,1,0
14300497,Darling Downtown Waterfront Studio,4405372,Amanda,,78741,30.24282,-97.72143,Entire home/apt,100,2,160,2019-07-25,4.40,1,74
14303616,Updated Travis Heights Vintage Oasis,27068940,Takao & Malcolm,,78704,30.23623,-97.74402,Private room,124,1,14,2019-07-21,0.41,1,66
14304274,Expansive Greenbelt View! Walk to Barton Springs!,87398729,David,,78746,30.25759,-97.78688,Entire home/apt,227,2,9,2019-07-12,0.26,1,286
14310637,Private Bed & Bath in Artist's Home,23954380,Mackenzie,,78751,30.31579,-97.71984,Private room,36,2,3,2016-09-21,0.08,1,0
14316798,Trendy East Side Industrial-Modern house,3901899,David,,78702,30.25892,-97.73174,Entire home/apt,600,5,3,2019-03-13,0.10,1,11
14317580,Eastside Spacious Loft Curated for Comfort,87556477,Julie,,78702,30.26321,-97.72597,Entire home/apt,390,2,1,2019-04-15,0.25,1,9
14352406,"★SXSW Huge Home, Families + Grps, 5min Downtown★",180375,Nelson,,78741,30.23553,-97.73164,Entire home/apt,449,3,32,2019-07-17,0.92,4,152
14356920,Just Like Home!,83978326,Sarai,,78754,30.36302,-97.64584,Private room,50,1,20,2017-10-28,0.56,4,0
14357388,"Charming Oasis... Private room in Austin, TX",9560234,Richard,,78722,30.28789,-97.72044,Private room,75,1,18,2018-10-14,0.51,1,0
14367760,East Side Carriage House,31829351,Tonya,,78702,30.25421,-97.72973,Entire home/apt,200,2,85,2019-08-06,2.44,1,292
14384238,Guadalupe: Geeks and Nerds in Central Austin,8167447,Martin,,78751,30.32303,-97.72466,Private room,37,2,1,2016-11-25,0.03,76,0
14384757,Studio B: Apartment on UT Campus,8167447,Martin,,78705,30.28949,-97.73272,Entire home/apt,100,1,73,2018-07-29,2.09,76,0
14387270,Trudy's Casita Guest House,35744893,Pamela,,78751,30.31236,-97.71328,Entire home/apt,180,2,93,2019-07-28,2.67,1,210
14389781,"Spacious 4 Bedroom, <4 miles from Downtown & UT",24163259,Benee,,78723,30.29214,-97.69518,Entire home/apt,300,3,26,2019-07-07,0.79,1,11
14419925,ATX Adventure Basecamp - minutes to everything!,20985179,Adam And Shannon,,78725,30.25905,-97.6731,Private room,175,2,0,,,1,0
14430270,A Quiet Oasis That's Convenient to Everything!,21023221,Margo,,78751,30.3018,-97.71919,Private room,89,1,19,2018-03-19,0.53,1,0
14430737,Stylish East Central Family Home,16951372,Simon,,78702,30.2722,-97.71594,Entire home/apt,550,2,0,,,1,365
14445793,"Downtown, July 4th, Zilker, SoCo",88951269,Kim,,78746,30.26678,-97.80074,Entire home/apt,499,2,3,2018-06-10,0.09,1,99
14463342,N.Lamar: A great deal in a comfortable apartment,8167447,Martin,,78751,30.31812,-97.72898,Shared room,16,29,11,2019-08-04,0.31,76,236
14474805,Midcentury Modern Glass House near Lake Travis,22012830,Valerie,,78734,30.38457,-97.92332,Entire home/apt,750,2,85,2019-07-28,2.38,1,59
14483719,N.Lamar: Great Value in Great Community,8167447,Martin,,78751,30.3196,-97.7294,Shared room,16,29,17,2019-06-08,0.47,76,316
14485320,"Bright, Vintage Hyde Park Bungalow",15755099,Susan,,78751,30.3141,-97.72103,Entire home/apt,81,30,18,2018-08-09,0.60,1,0
14488932,Charming studio apartment.  Central location.,16747672,Christy,,78703,30.28384,-97.76019,Entire home/apt,500,3,8,2016-11-06,0.23,1,219
14490326,Bedroom with balcony in the heart of Clarksville!,26819271,David,,78703,30.27764,-97.76272,Private room,110,2,28,2019-03-12,0.80,1,1
14501733,Outlaws’ Downtown Hideout,2934425,Brett,,78703,30.27263,-97.75564,Entire home/apt,120,1,251,2019-08-04,6.97,13,106
14510970,Cozy 2 BR near Domain,55682626,Agnes,,78727,30.43097,-97.68641,Entire home/apt,85,30,63,2019-08-04,1.82,1,241
14518503,"Modern, studio-like 2BR House 1 Mile from downtown",89698725,Brad,,78746,30.27293,-97.7977,Entire home/apt,105,2,51,2019-07-05,1.69,1,31
14520673,Cozy 1 Room with private half bath,11334028,Janie,,78745,30.20768,-97.76521,Private room,50,1,0,,,2,0
14536154,Walk to ACL! Cozy Condo sleeps 3,31864294,,,78704,30.25472,-97.75375,Entire home/apt,250,2,2,2017-10-08,0.07,1,0
14536307,South Austin Hideaway,1634931,Chris,,78745,30.2033,-97.82895,Entire home/apt,300,3,0,,,1,365
14551167,The Jetsons HUB!,5742304,Taryn,,78722,30.28358,-97.70522,Entire home/apt,600,1,1,2017-07-30,0.04,6,0
14555026,Bluebelt,376190,Capitan,,78741,30.24196,-97.72966,Entire home/apt,80,1,204,2019-07-18,5.67,2,251
14556731,"Art-Zen, 2 bikes, 2 bedrooms, minutes to downtown",8243517,Jennifer,,78702,30.269,-97.71512,Entire home/apt,96,4,86,2019-07-16,2.41,2,89
14575753,Your East Side Home Base,40144620,Emily,,78702,30.26409,-97.69723,Private room,31,2,29,2018-03-17,0.81,2,0
14587157,(Pool & Hot Tub) Modern Zilker Farmhouse,1523587,Dallas,,78704,30.24924,-97.77843,Entire home/apt,725,2,27,2019-05-27,0.75,20,308
14593286,Fully Remodeled Condo in Quirky East Riverside,53145360,Chelsea,,78741,30.23363,-97.73347,Entire home/apt,99,1,126,2019-07-28,3.60,2,95
14595080,JetsonsMOD Lux Master Suite +Sauna Access!,5742304,Taryn,,78721,30.28087,-97.7017,Private room,125,1,10,2017-02-05,0.28,6,0
14603194,"Super Open Modern Home with Pool & Spa, 2K+2Q Beds",90607928,Katie,,78703,30.28383,-97.77039,Entire home/apt,1600,3,7,2019-05-27,0.24,1,354
14609621,Holly House: Cozy Lil Bedroom,90659774,Eric,,78702,30.25397,-97.7239,Private room,150,1,15,2019-03-14,0.41,4,0
14614986,Charming SoFi Cottage among Oaks,90709839,Joe,,78704,30.23386,-97.76582,Entire home/apt,95,30,64,2019-05-30,1.90,1,99
14616676,Lavish Living on Rainey,1843190,Jt,,78701,30.25914,-97.73765,Entire home/apt,182,1,119,2019-07-28,3.37,1,12
14627025,Farm House in the City,17420784,Selena,,78721,30.28483,-97.6803,Entire home/apt,260,2,2,2017-04-02,0.06,1,71
14627824,Unique Modern Private Suite - E ATX near LB Trail,13322261,Trey And Martha,,78702,30.25467,-97.70956,Private room,80,2,48,2019-07-07,1.39,1,161
14631218,Jetsons MODsquad +Shower Sauna!,5742304,Taryn,,78723,30.28327,-97.70094,Private room,85,1,22,2017-07-23,0.61,6,0
14632346,Comfort & Convenience in Backyard Studio w/Kitchen,37716788,Matthew,,78721,30.26824,-97.69424,Entire home/apt,49,1,216,2019-08-09,5.97,1,98
14635985,Zilker bungalow--sleeps 6,90865944,Chris,,78704,30.25018,-97.77372,Entire home/apt,180,3,35,2018-10-15,0.98,1,71
14636770,3 Bedroom in Crestview,487072,Greg & Amanda,,78757,30.33777,-97.7296,Entire home/apt,149,30,53,2019-06-02,1.49,11,121
14651757,Inviting 3 BR house in Austin close to the Domain,29270033,William,,78729,30.46988,-97.77848,Entire home/apt,130,2,21,2019-05-26,0.65,1,65
14652041,Cozy 2 Bed Bungalow with Austin Charm,29073087,Monique,,78757,30.35188,-97.73287,Entire home/apt,300,2,0,,,1,0
14667568,Welcoming and Friendly Home!,83978326,Sarai,,78754,30.36179,-97.64508,Private room,60,1,20,2017-10-22,0.56,4,0
14671618,Great home close to everything Austin,31630807,Santha,,78728,30.46285,-97.68171,Entire home/apt,99,2,40,2019-07-07,1.15,1,153
14671731,Quiet Cul de Sac in Cherrywood,91010914,Martin,,78722,30.28989,-97.71959,Entire home/apt,167,2,54,2019-06-09,1.51,1,210
14671902,"Austin City Limits, SXSW and Formula 1 location!",79627,Greg,,78703,30.28946,-97.7738,Entire home/apt,395,7,0,,,1,358
14685097,Spacious + Sunny Hyde Park 2/1 Apt,48599715,Sophia,,78751,30.30755,-97.72384,Entire home/apt,100,1,7,2017-03-19,0.21,2,0
14687056,"The Domain Mall - Eat, Drink, Enjoy - PET FRIENDLY",91317558,Oliver,,78758,30.40524,-97.72175,Private room,79,1,37,2019-08-04,1.02,1,363
14697359,Bask in Light at an Artistic Townhouse Minutes from Downtown,1308773,Adam,,78702,30.27441,-97.72397,Entire home/apt,249,2,121,2019-08-05,3.39,1,300
14706958,MODERN SUPER TRENDY Central Austin 8 min Downtown,9328324,Roland,,78723,30.32028,-97.68358,Entire home/apt,79,2,177,2019-08-04,5.01,2,251
14708252,Minimalist/artful home in the center of Austin,20535376,Nora,,78702,30.26691,-97.73023,Entire home/apt,250,2,26,2019-07-21,0.75,1,227
14709100,Sunny & Peaceful Central Austin Room,42793563,Joan,,78703,30.30106,-97.75068,Private room,55,2,44,2019-08-11,1.43,1,32
14711692,Pecan Gardens Cottage,21238742,Jason,,78702,30.26728,-97.6994,Entire home/apt,225,1,102,2019-08-11,2.86,1,165
14714764,1950s Bungalow- Minimalistic Room with a pulse,3058585,Adam And Meg,,78757,30.335,-97.72978,Private room,45,1,25,2019-08-03,1.04,1,77
14726558,Barton Springs room- coolest house!,4942608,Peach,,78704,30.26041,-97.76208,Private room,79,2,83,2019-07-29,2.34,2,43
14729699,Lake Austin Apartment,87145216,Menal,,78703,30.29008,-97.78078,Entire home/apt,150,43,0,,,1,89
14731134,Private condo off iconic South Congress! (1BR/1BA),60986939,Erin,,78704,30.24419,-97.75277,Entire home/apt,125,3,46,2019-03-12,1.31,1,0
14731682,Perfect SXSW Austin House - 3br/2bath,59513588,Adam,,78704,30.24322,-97.75334,Entire home/apt,140,2,12,2017-10-22,0.35,1,0
14733271,"Summer, ACL, SXSW - Minutes to Downtown and Zilker",51030372,Ari & Emily,,78746,30.268,-97.80555,Entire home/apt,499,4,5,2019-03-13,0.17,1,346
14741664,Comfort in Central Austin and pet friendly!,91830957,Cameron,,78756,30.32128,-97.74199,Entire home/apt,149,2,45,2019-07-21,2.05,1,331
14743999,Spacious home in the heart of Austin,6426381,Barbara,,78746,30.27418,-97.78366,Entire home/apt,1100,3,1,2017-10-09,0.04,1,358
14745552,Charming Hill Country Cottage - Single Night Stay,265070,Lata,,78733,30.34981,-97.85665,Private room,70,1,18,2019-07-28,0.52,2,62
14745824,Cute and Cozy Vintage Austin Airstream,22761,Aleisha,,78721,30.27981,-97.67652,Entire home/apt,68,1,82,2019-08-10,2.29,3,77
14747078,Simple Austin Space,517786,Tara,,78745,30.21815,-97.77893,Private room,40,1,0,,,2,0
14750497,S 1st St Guest House,91937422,Luis Enrique,,78745,30.21966,-97.77196,Entire home/apt,59,2,41,2019-07-21,1.20,1,247
14755519,"Modern 2 Bed, 2 Bath in the Heart of Austin",25860955,Mike,,78704,30.24595,-97.77968,Entire home/apt,99,1,3,2019-07-21,1.76,1,12
14756717,Cute Boho Apt. by Lady Bird Lake.,5817385,Tori,,78741,30.23981,-97.7235,Entire home/apt,120,2,1,2016-10-23,0.03,1,0
14758039,North Campus Retreat,92013417,Oscar,,78705,30.29666,-97.73588,Entire home/apt,99,1,29,2019-07-28,0.86,2,65
14769253,"Private Suite Walk Downtown, Zilker Park",92133358,Catherine,,78704,30.26021,-97.76168,Entire home/apt,99,1,331,2019-08-08,9.44,1,284
14773140,Casa Lado Este,92178200,Richard,,78702,30.27363,-97.71812,Entire home/apt,149,2,60,2019-05-26,1.69,1,313
14774807,"Relax in a Private, Bright Casita in Rosedale",9106107,Elizabeth & Jeremy,,78731,30.31916,-97.75534,Entire home/apt,103,1,272,2019-08-05,8.17,1,0
14775358,Nice Quiet  Neighborhood,92204314,Alex,,78754,30.37012,-97.6636,Entire home/apt,330,2,89,2019-08-08,2.47,1,287
14784589,Rosedale Casita,18495219,Claire,,78756,30.3198,-97.7446,Entire home/apt,58,2,12,2019-08-11,4.68,1,0
14785315,A Luxury Hotel Alternative,92310501,Paula,,78759,30.37764,-97.74375,Entire home/apt,250,30,0,,,1,363
14788200,Convenient Bohemian Crash Pad Near North Loop,75085752,Thomas,,78757,30.32965,-97.72588,Private room,42,1,7,2016-11-07,0.20,1,0
14789393,Spacious private suite central Austin,578249,Larry And Susan,,78751,30.30274,-97.73047,Entire home/apt,60,30,3,2019-05-31,0.12,2,223
14806892,Cozy Eastside Private Room in Holly Neighborhood!,47125329,Michelle,,78702,30.25428,-97.71647,Private room,40,1,261,2019-07-19,7.30,1,0
14808239,Eastside townhouse,31145479,Michael,,78702,30.27709,-97.71196,Entire home/apt,700,1,0,,,2,89
14820133,Beautiful Austin SoCo 2/1: Highlands of Willowrun,92644972,Bryan,,78704,30.22467,-97.75338,Entire home/apt,119,1,273,2019-07-25,7.65,2,0
14821566,Lovely queen bedroom in NW Austin,33302230,Karen,,78750,30.45642,-97.81473,Private room,38,2,61,2019-05-06,1.74,3,62
14824538,Garden Flat near Town Lake,2293378,Kc,,78704,30.24678,-97.75639,Entire home/apt,90,28,14,2019-06-18,0.43,4,331
14825009,Cheeky Room off 7th st,87170599,Miguel,,78702,30.2623,-97.71359,Private room,67,1,6,2017-04-23,0.17,1,163
14834774,"Clean+Spacious, S Austin, 1mi to DT",53421377,Erin,,78704,30.25472,-97.76397,Entire home/apt,375,2,5,2017-11-20,0.14,1,0
14844106,"Brand New Home, Minutes from Downtown Austin",6752394,Joe,,78745,30.22748,-97.78531,Entire home/apt,165,2,46,2019-07-29,1.30,5,292
14848100,Comfortably sleeps 12. Only 15 min from downtown!,87626959,Tyler,,78745,30.18658,-97.81588,Entire home/apt,349,2,107,2019-08-08,3.07,2,319
14866552,Deep Eddy Studio (now with Bikes!),5376321,Jason,,78703,30.28124,-97.77001,Entire home/apt,95,3,65,2019-05-05,1.88,1,218
14870509,Cozy Glamping Steps from Trendy South Congress Ave,4182610,Franklin,,78704,30.24566,-97.75439,Entire home/apt,139,2,39,2019-03-17,1.09,1,333
14873840,Fantastic apt next to Zilker Park - Walk to ACL!,93222719,Patrick,,78746,30.27071,-97.78132,Entire home/apt,150,3,2,2017-03-13,0.06,2,0
14886557,"Spacious, peaceful home in Barton Hills",37242220,Eliza,,78704,30.25334,-97.78751,Entire home/apt,600,2,4,2019-06-22,0.12,1,365
14886754,Studio C: Amazing location next to Campus,8167447,Martin,,78705,30.28886,-97.73273,Entire home/apt,100,1,62,2018-07-28,1.95,76,0
14894640,Destination Headquarters: Nini's in Austin!,92986508,Gretchen,,78723,30.31979,-97.68202,Entire home/apt,79,1,48,2019-07-31,1.36,1,338
14894891,Spacious 1960s House Close to Zilker Park,83806426,Erin,,78704,30.23875,-97.77684,Entire home/apt,550,2,42,2019-05-26,1.21,1,165
14895186,East Austin Guesthouse with Deck & Yard,3120533,Jena,,78702,30.26541,-97.71991,Entire home/apt,88,2,51,2019-05-28,1.49,1,356
14899703,Huge Bedroom in Huge House 5min from Downtown,180375,Nelson,,78741,30.23513,-97.73343,Private room,45,1,3,2017-11-30,0.09,4,0
14899850,Big Room in a Big House 5min to Downtown,180375,Nelson,,78741,30.23567,-97.73156,Private room,55,3,13,2017-12-03,0.38,4,0
14899908,Cozy Room in Large Home 5 min to Downtown,180375,Nelson,,78741,30.23703,-97.73243,Private room,55,1,12,2018-03-09,0.36,4,0
14900344,Lakeway Patio Home,73780282,Maureen,,78734,30.35989,-97.98451,Entire home/apt,139,4,26,2019-07-23,0.73,1,318
14900580,The SoCo Nook,25798475,Jonathan,,78745,30.19237,-97.78161,Entire home/apt,130,2,24,2019-05-26,0.69,1,167
14901480,Austin  AirStream Adventure #19 with free bikes!!,23072158,Denise And Patrick,,78704,30.23097,-97.74769,Entire home/apt,69,2,105,2019-07-28,2.99,4,262
14902395,2 bedroom home near Downtown,2684837,Cameron,,78702,30.26709,-97.71703,Private room,627,1,0,,,1,0
14914673,Eastside Guest Studio (with bikes),48945585,John,,78702,30.25331,-97.71642,Entire home/apt,82,3,80,2019-07-08,2.28,1,0
14915766,Cute Gingerbread House in Hyde Park,17550649,Gamble,,78751,30.30388,-97.71793,Private room,70,2,9,2017-09-12,0.26,1,0
14915835,"Comfortable 3B2B ACL,F1,SXSW",93716032,Cheri,,78723,30.30726,-97.6892,Entire home/apt,375,2,0,,,1,362
14919245,Private studio w/ King Size bed,12456613,Agustina,,78748,30.18671,-97.82057,Private room,50,1,207,2019-08-10,5.90,1,342
14927066,Beautifully Updated 2/1 - Historic Hyde Park Charm,77574940,Jennifer,,78751,30.30765,-97.7343,Entire home/apt,195,2,30,2019-07-14,0.86,1,319
14930777,Cool and Updated Space,46031022,LeDon,,78754,30.34595,-97.61518,Private room,55,2,11,2019-05-26,0.37,1,363
14930867,Cozy apartment close to the Downtown & Zilker Park,93886439,Maria,,78741,30.2414,-97.73209,Entire home/apt,119,2,48,2019-07-31,1.36,1,38
14932658,Apartment w/ Large Balcony in Downtown Austin,17504063,Nicole,,78701,30.27894,-97.74212,Entire home/apt,375,2,6,2017-10-15,0.17,1,0
14944300,Central Austin Modern Condo (private room),94021486,Shane,,78757,30.33461,-97.73158,Private room,40,2,53,2019-07-21,1.94,1,245
14944888,Cozy South Austin Condo (private bedroom),26814280,Irma,,78745,30.20855,-97.78606,Private room,70,94,5,2017-04-17,0.15,1,309
14948387,Private Home in the Heart of Austin,26169611,Chris,,78703,30.28542,-97.76909,Entire home/apt,1500,2,32,2019-07-28,1.09,1,324
14949492,Cozy doll house studio in Windsor Park,23041688,Leslie,,78723,30.30659,-97.69509,Entire home/apt,90,3,48,2019-07-07,2.14,1,49
14961407,ATX Quaint & Cozy Downtown Loft,3351195,Marc,,78701,30.26459,-97.74148,Entire home/apt,250,2,99,2019-07-06,2.91,1,80
14963173,New! Little Stacy Cottage - 2br/1ba - SOCO,1488733,Brooke,,78704,30.24408,-97.74691,Entire home/apt,105,30,0,,,33,0
